date,open,high,low,close,volume
2019-02-22,37.81,37.99,37.3,37.91,58639.46
2019-02-21,38.2,38.48,37.62,38.0,40593.83
2019-02-20,38.21,38.57,37.71,37.91,35017.12
2019-02-19,39.14,39.37,37.55,38.2,59708.55
2019-02-18,38.38,39.51,38.35,39.06,34493.36
2019-02-15,39.39,39.39,38.2,38.33,34453.61
2019-02-14,38.48,40.24,38.38,39.46,43017.95
2019-02-13,38.4,38.7,38.25,38.55,38041.85
2019-02-12,38.67,38.7,38.1,38.45,42493.43
2019-02-11,38.1,39.0,37.5,38.7,44176.74
2019-02-01,37.77,38.2,37.5,38.1,31936.02
2019-01-31,37.05,38.12,37.05,37.73,25563.59
2019-01-30,37.54,38.68,37.16,37.19,39850.83
2019-01-29,36.8,38.38,36.1,38.13,49569.9
2019-01-28,37.0,37.94,36.6,36.96,43638.08
2019-01-25,36.57,37.56,36.16,36.83,31765.91
2019-01-24,36.22,36.81,36.04,36.58,23336.96
2019-01-23,36.0,36.68,35.81,36.3,28632.03
2019-01-22,36.5,36.74,35.8,36.17,28249.18
2019-01-21,36.17,38.76,36.09,36.78,74393.15
2019-01-18,36.0,36.47,35.76,36.19,46856.34
2019-01-17,36.5,36.5,35.8,35.8,43304.57
2019-01-16,36.0,36.87,35.86,36.1,65967.57
2019-01-15,32.98,36.4,32.83,36.4,108101.26
2019-01-14,33.26,33.28,32.65,33.09,25029.31
2019-01-11,33.2,33.6,32.9,33.21,30274.14
2019-01-10,33.73,33.73,32.87,33.18,43423.28
2019-01-09,33.51,34.68,33.28,33.75,45917.94
2019-01-08,34.72,34.72,33.2,33.49,44656.46
2019-01-07,33.49,35.18,33.1,34.86,41652.42
2019-01-04,32.19,33.93,32.19,33.4,28169.08
2019-01-03,34.8,34.89,32.93,33.3,31378.38
2019-01-02,34.91,35.68,34.12,34.5,28668.26
2018-12-28,35.05,35.36,34.5,34.86,26620.7
2018-12-27,35.44,35.66,35.0,35.05,29470.5
2018-12-26,36.06,36.1,34.82,35.11,30450.01
2018-12-25,36.18,36.36,35.0,36.13,49639.45
2018-12-24,35.2,36.96,34.65,36.9,46532.72
2018-12-21,35.84,36.18,34.55,35.1,39812.89
2018-12-20,35.1,35.95,34.2,35.62,49469.19
2018-12-19,35.57,36.4,34.88,35.34,56076.25
2018-12-18,35.19,35.85,34.81,35.27,49529.8
2018-12-17,36.0,36.1,34.85,35.36,53465.69
2018-12-14,35.5,36.68,35.31,35.99,76094.09
2018-12-13,35.26,36.48,35.0,35.63,68681.8
2018-12-12,33.5,35.32,33.45,35.24,93282.49
2018-12-11,32.0,33.5,31.72,33.33,65557.98
2018-12-10,31.68,32.4,31.56,32.17,44713.47
2018-12-07,31.18,32.09,31.18,31.88,41577.24
2018-12-06,31.7,31.77,31.05,31.09,24869.19
2018-12-05,31.31,32.07,31.31,31.78,29633.49
2018-12-04,31.57,31.98,31.39,31.92,30501.86
2018-12-03,31.6,32.17,31.15,31.7,55776.5
2018-11-30,30.35,30.83,30.23,30.83,16680.29
2018-11-29,30.72,31.05,30.27,30.35,21371.86
2018-11-28,30.1,30.7,30.07,30.65,18684.41
2018-11-27,30.28,30.37,30.03,30.18,12471.37
2018-11-26,30.0,30.39,30.0,30.15,19069.55
2018-11-23,30.88,30.9,29.77,29.97,32455.33
